5.10158189314277,2.21117589720873,0
4.90353654607451,1.74717630470225,0
6.49616968541902,4.53116727803506,0
7.92742217332295,5.26987755202285,0
4.48005169524784,1.89373490598655,0
3.97710854533074,2.67284716373638,1
4.05981403809283,4.11377627417172,1
3.38891536991644,4.22990432278119,1
3.13447313673784,3.10023394532446,0
3.44899739025208,4.00429702989785,1
4.13718279816441,3.78104226911571,1
5.74190742482619,4.36419801919031,0
4.1281925356707,3.76411330746646,1
4.82953756852379,1.340089721332,0
0.940170572248987,3.90957976013082,0
3.39082401951538,3.17744693424957,1
1.39082401951538,1.58872346712479,0
7.44877983689418,4.87265589643639,0
1.56467413662076,3.75953170704369,0
3.88498524992795,4.30834835925463,1
5.09359561540707,4.13665910914713,1
2.5069029669476,4.70501914416545,1
3.24025921629759,4.41463507026478,1
7.49346390414401,5.93999052054643,0
4.91191712230221,3.88900289391731,1
7.7057840015153,4.26104300022973,0
5.13447313673784,4.20046789064892,1
4.61012745866465,4.28575363158125,1
6.14625111890763,4.86746294298909,0
-0.113961216462801,4.30818728838168,0
3.95161530335366,4.14094201201425,1
0.24892652965216,3.45348963200967,0
3.07036276043712,4.09961081057364,1
3.79683896740526,4.97762101607461,1
4.11652103130041,4.69543008736237,1
3.61812283437159,4.22940655711313,1
1.38891536991644,2.11495216139059,0
4.49434256330609,3.9992688942411,1
7.06300418126907,5.61157087907897,0
3.40165868722641,3.78096758654501,1
3.34017537617391,5.01203079347228,1
2.49335292851083,2.20890969700818,0
6.85746135433202,4.45907918861244,0
4.18511011474671,3.04408788105831,1
0.56583958391866,3.92185632416884,0
3.61022451527261,2.75469330882207,1
3.90283568746376,4.02944542333086,1
5.23952949679661,1.58904156837647,0
-0.493097033052401,4.35250957208273,0
7.6767567298988,3.56805444608605,0
